64	129
6	0
154	129
156	129
146	171
151	129
149	129
5	0
64	2
43	3
80	129
50	3
73	128
40	1
76	2
126	84
163	129
79	96
48	1
120	35
55	3
60	48
87	131
72	128
127	96
68	2
142	160
50	4
65	2
2	0
78	106
160	129
120	103
174	129
174	131
149	131
5	1
51	3
106	2
176	129
150	129
195	35
79	97
7	0
112	1
41	2
195	197
179	160
123	144
126	85
55	4
113	1
97	1
17	0
162	129
6	1
119	61
53	3
143	164
148	129
18	0
77	1
23	0
106	9
152	129
95	1
77	132
33	32
29	1
96	132
46	3
40	3
156	131
57	130
16	0
11	0
76	9
10	0
32	34
107	7
68	12
0	1
5	2
63	7
84	128
95	21
114	1
110	123
150	131
154	131
145	132
174	132
98	1
144	132
101	128
146	131
147	131
183	129
90	128
184	35
13	0
67	128
41	3
84	129
86	128
50	5
8	0
31	2
38	101
62	1
169	171
160	131
64	9
15	0
117	96
67	129
129	128
97	21
2	3
68	16
122	27
84	21
42	1
149	132
80	132
9	0
176	162
193	75
45	2
124	123
163	132
1	3
103	1
56	3
47	1
92	1
150	132
