4356	4742
17461	19583
7265	22946
20843	13392
16719	7853
562	13909
19502	9773
7691	11639
18541	12926
4128	6160
6653	1776
6200	20594
14076	2677
2744	7506
8101	20801
2112	22016
22053	14646
325	16873
19000	20943
1453	6702
6736	2316
4943	15050
15363	15660
7114	8324
23128	13025
7673	12216
14047	2368
1326	17873
10098	11869
19632	4766
15261	11467
15653	4023
8716	9474
3550	537
23113	16629
6461	11403
3987	2313
9114	17927
9730	20577
10537	6464
10934	12583
6218	8259
7100	4470
3158	11336
9617	5465
21863	5868
3440	3961
7118	14577
3326	23088
14792	15821
8563	12149
9556	1788
13101	7364
18079	8861
22151	3369
6815	16784
11924	7052
3279	17575
16617	2208
15732	10786
11284	23011
9389	17972
6481	581
20209	1196
22540	6346
688	2031
12667	17934
17768	15959
15854	18713
19346	12693
22472	17318
18305	5766
1625	13969
5982	13147
13995	11438
14349	21020
4714	9265
10100	1534
12524	687
14611	10036
7868	7566
7108	2246
4496	15415
16813	18020
7974	20595
16395	10771
5088	8859
13182	11330
19962	3528
15608	9387
18527	7385
6919	17881
17480	4973
8785	21823
14168	13241
2225	8739
11808	4693
2611	6572
15008	16684
21570	9406
7331	10000
4969	4900
21175	20515
20706	10369
16776	18484
22858	21348
22157	17791
7911	12571
19788	3598
5111	1794
5525	17948
16538	1905
14090	8990
14655	9495
6880	12938
13633	11785
4616	4356
2570	20565
8111	8591
18024	17751
12582	17882
7734	4348
6978	18216
3518	11572
1415	2412
14850	4471
22002	7093
19999	5704
11009	22285
4468	9777
8027	6831
19489	20027
19563	15411
22304	8279
2886	18586
8115	15073
7392	18049
7942	20329
1694	146
1975	1977
20075	4496
1802	19475
5204	3410
18010	9096
19483	19999
4636	15418
2492	9758
2192	9018
13789	14249
19422	7291
2483	2951
22414	13366
12038	14169
19837	15121
14875	9049
4417	19383
21332	17658
20093	7057
15107	4483
12656	20182
13235	2266
1835	4424
12671	8481
17825	10120
15529	19498
16173	10870
11694	19843
10574	3074
6669	17746
1993	18014
14634	17261
8007	868
21599	3711
14269	3093
1361	14387
11908	14488
1361	22957
4754	12260
6788	5520
3874	22335
22319	18529
16511	20553
10510	21736
7882	5255
17526	7093
15963	1756
15717	7722
5014	6565
18517	12861
20651	15509
7642	1532
3986	20100
21456	11828
18379	21218
21496	9592
20881	8119
21156	12381
16404	22180
9125	17407
1746	2793
21631	1686
15510	22131
4680	12353
7704	17699
1597	8856
2211	4806
2727	22502
22718	12404
7536	198
19751	7348
5397	5770
9103	15921
1006	4804
2877	16009
3415	2489
21797	6037
10440	8576
2676	9277
5319	11077
12365	18804
4874	7112
16617	17402
3759	17078
20655	3889
15121	10907
2058	16101
18115	14047
15152	1647
14274	14986
15692	17405
15612	10961
18145	4649
16443	7962
16958	10674
20851	9553
16179	21854
3170	2792
6301	4963
13230	14605
19033	21015
12989	19406
8	3688
862	14205
18431	19047
21008	20324
19326	14728
19196	1941
16023	8410
3667	19648
22715	20826
16967	15490
15774	3529
16632	3843
21036	6672
10335	20166
8842	21874
17698	13566
17767	6821
764	22955
9130	3596
22540	22241
2096	7369
2838	10519
17234	14052
20228	15231
20863	8694
8162	18919
6584	11332
2915	4833
20803	935
18083	12023
7531	9827
10951	20758
22060	12717
14814	14104
20419	12552
15118	7451
11517	10090
1467	2096
9035	19366
5804	22223
16689	4849
22818	22419
7806	13339
262	16177
17219	21371
13713	324
2252	7555
8768	6012
6377	18705
23087	19043
1417	492
19195	17586
5761	17558
8777	6582
2990	1124
14282	5848
15399	12031
8914	1669
824	2384
15213	950
15767	17090
1516	14420
16626	9793
21433	4762
10508	20932
20601	20982
8385	11247
18825	1470
19823	22727
11157	6098
19164	5690
18674	22909
19008	6872
8646	7918
10096	18004
20148	15915
15098	11440
1129	18237
17545	18178
15142	16462
6575	8195
3440	2755
22255	117
18723	4315
10911	16260
22613	15699
8562	8012
6059	11756
7973	17611
12227	21985
14253	20245
2675	7359
241	15976
9413	9138
1134	12843
19362	13325
17227	6353
2778	21616
5036	5415
20169	12496
15212	15344
21674	14833
3891	13728
7885	13351
5835	7972
8563	7608
7254	22624
8480	19379
16094	16153
13824	21936
22678	13414
17166	16563
3483	2608
13794	21367
12472	19035
14314	20233
10499	5626
3455	1228
10756	6564
11042	15975
3034	17610
23031	20687
8201	6230
2849	4107
11074	4471
21593	4104
5675	9320
13426	6182
11514	1786
15930	18098
22941	12845
19968	17124
8971	9297
12065	20733
14220	15582
4360	13559
2813	10863
11949	14161
12713	12357
12761	3908
17514	22010
16187	15088
18514	946
1514	3651
21112	19898
14263	5453
5141	835
6143	1362
21568	16583
619	22458
3493	19620
1378	15119
8449	13513
6119	21585
7444	1681
2352	13871
22074	16734
1040	19765
17140	17122
11929	12661
1310	1833
3482	8655
11412	10907
10608	19294
19441	12905
5370	17990
22806	13501
7427	16456
7289	5451
8778	22110
2648	18055
13035	18694
7527	4370
17032	19174
9438	19027
565	18271
22225	16297
3274	16303
4759	14893
16049	12782
7023	18385
2257	12467
2180	20205
21212	17871
707	3577
20339	17160
19267	17478
22248	22475
15173	8580
18524	6040
14721	16309
22041	3391
3333	10871
4508	93
10565	6210
13363	18110
17976	16797
5800	595
8456	20104
16196	16572
3998	7820
10228	6829
14560	8443
14467	3935
9387	4246
14656	1674
4179	2467
4567	17306
8659	4398
672	9392
6221	8662
11855	17286
13839	15558
4038	7515
12672	8834
1867	1333
15603	14903
11209	12529
4089	16421
7246	21568
708	7160
18668	6584
912	7674
12278	3894
15505	176
11264	21214
8680	15391
18704	12029
6549	13422
8991	1786
8149	16456
10119	19452
19774	2044
4824	15465
20634	10764
12423	9698
12593	11458
5261	19124
10810	3479
18176	929
13546	4859
12198	21532
12782	14973
14113	7281
22906	13936
13641	19250
4113	16425
4444	9877
3377	21436
18221	5363
21719	12582
5194	8774
2425	1544
6745	16252
19363	6819
21293	5284
18854	3851
2193	1079
22925	13813
2377	17722
2897	16943
11884	11359
23018	11283
11130	5886
19070	9153
17964	1683
1751	13763
13759	16710
2880	9364
5332	1083
11666	1846
2607	3694
5278	4159
19743	13589
6036	2720
