1543	491
2360	222
1512	2369
2953	1994
1651	1975
233	1045
432	363
2075	2717
2566	2071
505	778
975	240
334	2500
854	2546
228	726
822	1665
1867	1296
132	685
2241	935
2752	1640
279	1779
1528	14
1487	1237
526	1121
2137	1785
927	836
1405	2299
2447	806
1663	2705
385	1890
2725	1619
756	1295
128	2261
2539	938
2349	162
1720	2816
402	1822
2266	1943
1656	2333
2746	1850
2006	675
38	2488
2068	1963
2177	2871
1238	310
2275	207
753	2326
214	1863
992	1256
540	1048
1739	2076
877	2875
383	1901
1128	2835
709	2764
1396	2224
1975	1996
2359	2239
2828	1210
432	2351
702	2055
1958	2590
2493	1474
2890	1325
2170	2433
2469	1309
333	984
2793	1496
1768	2325
1291	2894
1635	2860
1329	2593
2661	88
2051	2743
1840	2639
2441	1460
326	2008
15	1827
1373	2125
1999	2082
2117	2196
767	2356
1268	1795
1941	453
962	2747
1843	565
2305	2239
2748	276
1776	1773
1682	2796
2832	2156
1942	916
1903	2925
6	1341
41	1123
1659	2021
2034	396
2157	1484
817	413
797	2233
2573	960
2816	1353
1005	1349
426	2711
2773	2103
1774	601
767	64
1747	1899
868	1101
143	546
2165	2388
1611	815
2434	730
644	2708
2218	2883
1383	823
1212	1248
1536	601
1457	2498
2993	129
559	2857
1829	1141
2478	2162
2327	1090
1286	1496
2152	1295
2727	2722
1226	1654
534	1090
2540	2044
1112	743
428	1022
696	407
2954	169
969	2795
782	1829
302	530
1589	792
590	3021
646	549
1488	85
2240	1968
1306	14
2369	593
2075	1836
2444	1178
2135	2773
185	1659
226	1725
1062	329
1083	1247
2374	569
1954	156
1068	172
798	1997
2873	1902
1653	1054
2818	1043
2913	1194
1488	1692
1501	101
1963	2318
711	1637
1821	749
224	1910
1699	1895
2108	2474
1657	1830
1307	48
2808	1849
275	2523
1140	799
2619	2159
799	1307
832	743
2028	2412
2664	206
2586	1721
2799	1497
1222	1265
2077	1894
529	1120
1454	2441
1980	2218
2945	1333
2877	1072
1843	1068
2042	518
2461	2588
2076	2426
2607	1857
807	2006
1251	1759
2431	611
1005	1127
1769	2358
501	1986
1413	2718
833	2746
2335	1730
2343	791
1604	873
1935	395
677	567
1783	1528
1279	1565
277	1009
1200	1954
1804	1255
447	1922
2682	2897
848	2748
2622	1699
520	1770
733	2824
587	70
1674	1597
788	456
941	820
922	689
1964	1001
2915	1616
1633	1042
194	291
2008	2215
2786	1506
2944	2641
2778	1300
1095	2225
809	2641
1871	2549
2409	139
713	384
457	2561
1117	1684
1134	1125
2007	2071
1325	2356
2889	1714
1913	1633
2306	2744
1041	1171
766	1203
698	1899
623	2465
171	620
1276	1272
6	806
1247	78
2852	345
482	1114
2439	1107
2912	2341
1220	242
1440	2297
672	2795
937	2261
389	1107
402	2892
678	537
1259	1989
1228	1969
1461	2398
697	1070
2229	1896
1545	2713
872	1119
7	2731
2767	2620
490	911
1040	2647
1436	208
2982	145
644	2127
2111	2359
2647	554
1153	67
2226	2220
875	1062
2333	373
2370	1536
1855	2834
1762	1793
1519	1967
2048	1432
804	267
2706	697
1416	2337
691	1221
64	2872
1758	1124
2519	2293
18	854
661	2068
22	1533
2276	442
2906	1732
2685	14
332	1723
376	2196
2663	190
1020	2729
1953	598
2885	666
1330	1973
1987	1719
2700	1253
1444	564
